'Assignment group','Business service',Category,Company,'Created Time','Created by','Has Parent',Impact,'Major Problem','Opened by',Priority,Type,Urgency
FXS_EIS_GLB_ProblemMgmt,Other,Network,'FedEx Services',evening,ID5305519,True,2,True,'Ashish Bisht',3,ITCC,2
Other,'Communication Device',Network,'FedEx Express',night,ID5285658,True,3,True,'Shafi Ahmed',4,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Other,Network,'FedEx Ground',afternoon,ID3667964,True,2,False,'DZundra Green',3,ITCC,2
Other,Server,Network,'FedEx Services',afternoon,Other,True,3,True,'Mandeep Khati',4,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Other,Network,'FedEx Ground',morning,Other,True,3,True,'Nivedita Roy',5,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Other,Network,'FedEx Ground',afternoon,ID5305519,True,3,True,'Ashish Bisht',5,ITCC,3
Other,Computer,Network,'FedEx Services',afternoon,ID3667964,True,3,True,'DZundra Green',5,ITCC,3
Other,Server,Network,'FedEx Services',evening,ID5305519,True,2,True,'Ashish Bisht',4,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Other,Network,'FedEx Services',night,ID3667964,True,3,True,'DZundra Green',3,ITCC,1
Other,Other,Telephony,'FedEx Services',afternoon,ID973921,True,3,True,'Stephen Barch',3,ITCC,1
Other,Network,Telephony,'FedEx Services',morning,ID836059,True,3,True,'Khouri Mitchell',4,ITCC,2
Other,Network,Telephony,'FedEx Ground',evening,ID3667964,True,3,True,'DZundra Green',4,ITCC,2
Other,Server,Telephony,'FedEx Services',afternoon,ID3667964,True,2,True,'DZundra Green',2,ITCC,1
FXS_EIS_GLB_ProblemMgmt,Other,Telephony,'FedEx Services',night,ID5163721,True,3,True,'Divakar Durgapal',5,ITCC,3
