'Assignment group','Business service',Category,Company,'Created Time','Created by','Has Parent',Impact,'Major Problem','Opened by',Priority,Type,Urgency
Other,'Communication Device',Network,'FedEx Services',night,Other,True,1,True,'Nivedita Roy',0.75,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Computer,Application,'FedEx Ground',morning,Other,True,1,True,'Nivedita Roy',1,ITCC,3
Other,'Communication Device',Application,'FedEx Services',morning,Other,True,1,True,'David Light',1,ITCC,3
Other,Server,Application,'FedEx Services',evening,Other,True,1,True,'Anjali Sharma',0.75,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Server,Application,'FedEx Services',afternoon,ID3667964,True,1,True,'DZundra Green',1,Proactive,3
FSC_ITL3O2STIBCO,Computer,Application,Other,evening,Other,False,1,False,'Naveen Kumar',0.75,Standard,2
Other,Server,Application,'FedEx Services',evening,Other,True,1,True,'Sean Green',0.75,ITCC,2
Other,'Communication Device',Application,'FedEx Ground',night,Other,True,1,True,'Nivedita Roy',0.75,ITCC,2
Other,Server,Application,'FedEx Services',night,Other,True,1,True,'Herman Holeyfield',1,ITCC,3
Other,Database,Application,'FedEx Services',night,ID3667964,True,1,True,'DZundra Green',0.75,ITCC,2
Other,'Communication Device',Application,'FedEx Services',night,Other,True,1,True,'Nivedita Roy',1,ITCC,3
FXS_WASDRATINGTRACKING,Server,Application,'FedEx Services',afternoon,ID836059,True,0.5,True,'Khouri Mitchell',0.5,ITCC,2
Other,Network,Telephony,'FedEx Ground',evening,ID3667964,True,1,True,'DZundra Green',0.75,ITCC,2
FXS_APSCITL3OMSSTERLING,Database,Application,Other,night,Other,False,1,False,'Sathya Easwaran',1,Standard,3
Other,Server,Application,'FedEx Services',morning,Other,True,1,False,'Stephen Wolff',1,Standard,3
FXS_EIS_GLB_ProblemMgmt,Network,Security,'FedEx Services',afternoon,ID836059,True,1,True,'Khouri Mitchell',1,ITCC,3
Other,Server,Application,'FedEx Services',night,ID3667964,True,1,True,'DZundra Green',0.75,ITCC,2
Other,'Communication Device',Application,'FedEx Services',night,Other,True,1,True,'Nivedita Roy',0.75,ITCC,2
Other,Server,Hardware,'FedEx Freight Inc.',morning,Other,True,1,True,'Mandeep Khati',1,ITCC,3
Other,Server,Application,'FedEx Services',night,Other,True,1,True,'Mandeep Khati',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Other,Network,'FedEx Ground',morning,Other,True,1,True,'Herman Holeyfield',1,ITCC,3
Other,Other,Network,'FedEx Services',morning,ID836059,True,0,True,'Khouri Mitchell',0.25,ITCC,2
Other,Other,Application,'FedEx Services',morning,ID836059,True,1,True,'Khouri Mitchell',0.75,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Server,Hardware,'FedEx Services',morning,ID973921,True,1,True,'Stephen Barch',1,ITCC,3
Other,Network,Telephony,'FedEx Services',morning,ID836059,True,1,True,'Khouri Mitchell',0.75,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Server,'Inquiry / Help','FedEx Services',morning,ID5285658,True,1,True,'Shafi Ahmed',1,ITCC,3
Other,'Communication Device',Infrastructure,'FedEx Freight Inc.',night,Other,True,1,True,'Nivedita Roy',0.5,ITCC,1
Other,Network,Security,'FedEx Services',afternoon,ID5285658,True,1,True,'Shafi Ahmed',0.75,ITCC,2
Other,Database,Application,'FedEx Services',afternoon,ID836059,True,1,True,'Khouri Mitchell',1,ITCC,3
Other,Server,Application,'FedEx Services',evening,ID5305519,True,1,True,'Ashish Bisht',0.75,ITCC,2
Other,Other,Network,'FedEx Services',night,Other,True,1,True,'Nivedita Roy',0.75,ITCC,2
Other,Other,Application,'FedEx Services',morning,ID5285658,True,1,True,'Shafi Ahmed',0.75,ITCC,2
Other,Server,Application,'FedEx Services',evening,ID5305519,True,1,True,'Ashish Bisht',0.75,ITCC,2
Other,Server,Application,'FedEx Services',evening,ID5305519,True,1,True,'Ashish Bisht',1,ITCC,3
Other,Other,Application,'FedEx Ground',morning,Other,True,1,False,Other,1,Standard,3
Other,Server,Application,'FedEx Express',morning,ID847287,True,1,True,'Logan Simmons',1,ITCC,3
Other,Other,Application,'FedEx Services',afternoon,Other,True,0,True,'Anjali Sharma',0.5,ITCC,3
Other,Other,Hardware,'FedEx Services',afternoon,ID3667964,True,1,True,'DZundra Green',1,ITCC,3
Other,Other,Application,'FedEx Express',night,Other,True,1,True,'David Light',0.75,ITCC,2
Other,Other,Application,'FedEx Ground',morning,Other,True,1,False,'Stephen Wolff',1,Standard,3
Other,Database,Application,'FedEx Ground',morning,Other,True,1,False,'Stephen Wolff',1,Standard,3
Other,Other,Application,Other,morning,ID836059,True,0.5,True,'Khouri Mitchell',0.75,ITCC,3
Other,Server,Network,'FedEx Services',afternoon,Other,True,1,True,'Mandeep Khati',0.75,ITCC,2
Other,Other,Telephony,'FedEx Services',afternoon,ID973921,True,1,True,'Stephen Barch',0.5,ITCC,1
Other,Other,Network,'FedEx Services',afternoon,ID5305519,True,1,True,'Ashish Bisht',0.75,ITCC,2
FXS_EIS_GLB_ProblemMgmt,'Communication Device',Infrastructure,'FedEx Services',afternoon,Other,True,1,True,'Anjali Sharma',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Application,Other,night,ID5163721,True,1,True,'Divakar Durgapal',0.75,ITCC,2
Other,Server,Infrastructure,'FedEx Services',evening,ID3667964,True,0.5,True,'DZundra Green',0.75,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Network,Network,'FedEx Services',evening,Other,True,1,True,'Sandrina Khongjee',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Application,'FedEx Services',evening,ID5305519,True,1,True,'Ashish Bisht',1,ITCC,3
Other,Scanner,Application,'FedEx Ground',night,ID3667964,True,0.5,True,'DZundra Green',0.5,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Other,Application,'FedEx Ground',night,ID5163721,True,1,True,'Divakar Durgapal',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,'Communication Device',Application,'FedEx Services',night,ID5285658,True,1,True,'Shafi Ahmed',1,ITCC,3
Other,'Communication Device',Application,'FedEx Services',morning,ID5285658,True,1,True,'Shafi Ahmed',0.75,ITCC,2
Other,Server,Telephony,'FedEx Services',afternoon,ID3667964,True,0.5,True,'DZundra Green',0.25,ITCC,1
FXS_APSCITL3OMSSTERLING,Database,Application,Other,morning,Other,False,1,False,'Sathya Easwaran',1,Standard,3
Other,Server,Application,'FedEx Express',morning,ID973921,True,1,True,'Stephen Barch',0.75,ITCC,2
Other,Server,Hardware,'FedEx Services',evening,Other,True,1,True,'Marconius Donahue',1,ITCC,3
FXS_APSCITL3OMSSTERLING,Database,Application,Other,morning,Other,False,1,False,Other,1,Standard,3
FSC_ITL3O2STIBCO,Computer,Application,Other,afternoon,Other,False,1,False,'Naveen Kumar',1,Standard,3
Other,Server,Application,'FedEx Services',afternoon,ID973921,True,1,True,'Stephen Barch',0.75,ITCC,2
Other,Computer,Application,'FedEx Freight Inc.',morning,ID5285658,True,1,True,'Shafi Ahmed',0.75,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Server,Application,'FedEx Services',morning,ID5163721,True,0.5,True,'Divakar Durgapal',0.75,ITCC,3
Other,Server,Hardware,'FedEx Services',morning,Other,True,1,True,'Mandeep Khati',1,ITCC,3
Other,Database,Infrastructure,'FedEx Services',morning,Other,True,1,True,'Mandeep Khati',0.75,ITCC,2
Other,Server,Application,'FedEx Services',night,ID5163721,True,1,True,'Divakar Durgapal',0.75,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Server,Hardware,'FedEx Services',afternoon,ID973921,True,1,True,'Stephen Barch',1,ITCC,3
Other,Server,Application,'FedEx Express',afternoon,ID973921,True,1,True,'Stephen Barch',0.75,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Server,Hardware,'FedEx Services',evening,ID5305519,True,1,True,'Ashish Bisht',1,ITCC,3
Other,'Communication Device',Infrastructure,'FedEx Services',night,ID5285658,True,1,True,'Shafi Ahmed',1,ITCC,3
Other,Server,Hardware,'FedEx Ground',night,ID5163721,True,1,True,'Divakar Durgapal',1,ITCC,3
Other,Server,Hardware,'FedEx Services',night,ID5163721,True,1,True,'Divakar Durgapal',1,ITCC,3
Other,'Communication Device',Application,'FedEx Services',evening,ID5305519,True,1,True,'Ashish Bisht',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Hardware,'FedEx Express',evening,ID3667964,True,1,True,'DZundra Green',1,ITCC,3
Other,Server,Network,'FedEx Services',night,Other,True,1,True,'Sandrina Khongjee',0.75,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Server,Hardware,'FedEx Services',morning,ID5285658,True,1,True,'Shafi Ahmed',1,ITCC,3
FXS_WASDRATINGTRACKING,Server,Application,'FedEx Services',evening,ID3667964,True,0.5,True,'DZundra Green',0.5,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Server,Hardware,'FedEx Services',morning,ID5285658,True,1,True,'Shafi Ahmed',1,ITCC,3
FSC_ITL3O2STIBCO,Computer,Application,Other,afternoon,Other,False,1,False,'Naveen Kumar',1,Standard,3
Other,Other,Application,'FedEx Services',night,ID5285658,True,0.5,True,'Shafi Ahmed',0.5,ITCC,2
Other,Other,Application,'FedEx Services',morning,ID836059,True,0.5,True,'Khouri Mitchell',0.5,ITCC,2
Other,Other,Application,'FedEx Services',night,ID5285658,True,0.5,True,'Shafi Ahmed',0.5,ITCC,2
Other,Server,Application,'FedEx Services',evening,ID5305519,True,1,True,'Ashish Bisht',0.75,ITCC,2
Other,Server,Application,'FedEx Services',evening,Other,True,1,True,'Marconius Donahue',0.75,ITCC,2
Other,Server,Infrastructure,'FedEx Services',night,Other,True,0.5,True,'Sandrina Khongjee',0.5,ITCC,2
Other,Computer,Hardware,'FedEx Office',morning,ID5163721,True,1,True,'Divakar Durgapal',1,Other,3
Other,Server,Application,'FedEx Freight Inc.',morning,Other,True,1,True,'Mandeep Khati',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Hardware,'FedEx Ground',morning,Other,True,1,True,'Mandeep Khati',1,ITCC,3
Other,Computer,Application,'FedEx Office',morning,ID973921,True,1,True,'Stephen Barch',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Hardware,'FedEx Services',evening,ID3667964,True,0.5,True,'DZundra Green',0.75,ITCC,3
Other,Server,Application,'FedEx Services',afternoon,ID5305519,True,1,True,'Ashish Bisht',0.75,ITCC,2
Other,Other,Environment,'FedEx Services',evening,ID3667964,True,0.5,True,'DZundra Green',0.75,ITCC,3
FSC_ITL3O2STIBCO,Computer,Application,Other,afternoon,Other,False,1,False,'Naveen Kumar',1,Standard,3
Other,Server,Application,'FedEx Services',evening,ID3667964,True,0.5,True,'DZundra Green',0.75,ITCC,3
Other,'Communication Device',Application,'FedEx Express',night,ID5163721,True,1,True,'Divakar Durgapal',0.75,ITCC,2
Other,Mainframe,Application,'FedEx Ground',morning,Other,True,1,False,'Stephen Wolff',1,Standard,3
Other,Server,Application,'FedEx Express',evening,Other,True,1,True,'Marconius Donahue',0.75,ITCC,2
Other,Network,Network,'FedEx Services',afternoon,ID5305519,True,1,False,'Ashish Bisht',1,ITCC,3
Other,Other,Hardware,'FedEx Ground',afternoon,ID973921,True,1,True,'Stephen Barch',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Computer,Hardware,'FedEx Express',night,ID5163721,True,1,True,'Divakar Durgapal',1,ITCC,3
Other,Server,Application,'FedEx Express',morning,Other,True,1,True,'Mandeep Khati',0.75,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Other,Network,'FedEx Express',night,ID5285658,True,1,True,'Shafi Ahmed',1,ITCC,3
Other,Server,Infrastructure,'FedEx Services',afternoon,ID973921,True,0.5,True,'Stephen Barch',0.75,ITCC,3
Other,Server,Application,'FedEx Express',morning,ID5285658,True,0.5,True,'Shafi Ahmed',0.5,ITCC,2
Other,Server,Network,'FedEx Services',afternoon,Other,True,1,True,'Nivedita Roy',0.75,ITCC,2
Other,Computer,Application,'FedEx Ground',evening,ID3667964,True,1,True,'DZundra Green',1,ITCC,3
Other,Database,Application,'FedEx Ground',night,ID5163721,True,1,True,'Divakar Durgapal',1,ITCC,3
Other,'Communication Device',Network,'FedEx Express',night,ID5285658,True,1,True,'Shafi Ahmed',0.75,ITCC,2
Other,Other,Application,'FedEx Services',morning,ID973921,True,0.5,True,'Stephen Barch',0.5,ITCC,2
Other,Database,Application,'FedEx Freight Inc.',morning,Other,True,1,True,'Mandeep Khati',0.75,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Computer,Hardware,'FedEx Ground',morning,ID973921,True,1,True,'Stephen Barch',1,ITCC,3
Other,Server,Hardware,'FedEx Express',afternoon,ID973921,True,1,True,'Stephen Barch',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Other,Network,'FedEx Ground',afternoon,ID3667964,True,0.5,False,'DZundra Green',0.5,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Server,Hardware,'FedEx Express',afternoon,ID3667964,True,1,True,'DZundra Green',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Other,Network,'FedEx Services',night,ID5285658,True,1,True,'Shafi Ahmed',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,'Communication Device',Application,'FedEx Ground',morning,Other,True,1,True,'Mandeep Khati',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Hardware,'FedEx Services',night,ID5163721,True,1,True,'Divakar Durgapal',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Application,'TNT Express',morning,Other,True,1,True,'Mandeep Khati',1,ITCC,3
Other,Server,Infrastructure,'FedEx Services',night,ID3667964,True,0.5,True,'DZundra Green',0.5,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Server,Hardware,'FedEx Services',morning,Other,True,1,True,'Nivedita Roy',1,ITCC,3
Other,Other,Application,'FedEx Services',morning,ID973921,True,0.5,True,'Stephen Barch',0.5,ITCC,2
Other,Computer,Application,'FedEx Ground',night,ID5163721,True,0.5,True,'Divakar Durgapal',0.5,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Computer,Hardware,'FedEx Ground',morning,ID973921,True,1,True,'Stephen Barch',1,ITCC,3
Other,'Communication Device',Application,'FedEx Services',morning,ID847287,True,0.5,True,'Logan Simmons',0.25,ITCC,1
Other,Server,Application,'FedEx Ground',night,ID5163721,True,0.5,True,'Divakar Durgapal',0.5,ITCC,2
Other,Server,Application,'FedEx Express',morning,ID5163721,True,1,True,'Divakar Durgapal',0.5,ITCC,1
FXS_APSCITL3OMSSTERLING,Database,Application,Other,morning,Other,False,1,False,Other,1,Standard,3
FXS_EIS_GLB_ProblemMgmt,Server,Hardware,'FedEx Services',morning,Other,True,1,True,'Mandeep Khati',1,ITCC,3
FXS_APSCITL3OMSSTERLING,Database,Application,Other,morning,Other,False,1,False,Other,1,Standard,3
FXS_EIS_GLB_ProblemMgmt,Other,Application,'FedEx Services',morning,ID973921,True,0.5,True,'Stephen Barch',0.75,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Computer,Hardware,'FedEx Freight Inc.',afternoon,Other,True,1,False,'Anjali Sharma',1,ITCC,3
Other,Server,Application,'FedEx Services',afternoon,Other,True,1,True,'Marconius Donahue',1,ITCC,3
Other,Server,Application,'FedEx Services',afternoon,Other,True,1,True,'Anjali Sharma',1,ITCC,3
Other,Server,Hardware,'FedEx Services',evening,ID3667964,True,0.5,True,'DZundra Green',0.5,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Other,Network,'FedEx Express',morning,Other,True,1,False,'David Light',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Other,Network,'FedEx Ground',afternoon,ID3667964,True,1,True,'DZundra Green',0.75,ITCC,2
Other,Server,Application,'FedEx Express',night,Other,True,0.5,True,'Marconius Donahue',0.75,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Hardware,'TNT Express',night,Other,True,1,True,'David Light',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Other,Application,'FedEx Express',night,Other,True,1,True,'David Light',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Other,Application,'FedEx Services',night,ID5285658,True,1,True,'Shafi Ahmed',1,ITCC,3
Other,Server,Security,'FedEx Services',morning,ID973921,True,0.5,True,'Stephen Barch',0.5,ITCC,2
FSC_ITL3O2STIBCO,Computer,Application,Other,afternoon,Other,False,1,False,'Naveen Kumar',1,Standard,3
Other,Scanner,Application,'FedEx Ground',afternoon,Other,True,1,True,'Marconius Donahue',0.5,ITCC,1
FXS_EIS_GLB_ProblemMgmt,Database,Hardware,'FedEx Ground',night,Other,True,1,True,'Sandrina Khongjee',1,ITCC,3
Other,Server,Infrastructure,'FedEx Services',night,ID5163721,True,0.5,True,'Divakar Durgapal',0.75,ITCC,3
Other,Server,Infrastructure,Other,night,ID5163721,True,0.5,True,'Divakar Durgapal',0.5,ITCC,2
FSC_ITL3O2STIBCO,Computer,Application,Other,afternoon,Other,False,1,False,'Naveen Kumar',1,Standard,3
FXS_EIS_GLB_ProblemMgmt,Other,Network,'FedEx Ground',afternoon,ID5305519,True,1,True,'Ashish Bisht',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Other,Network,'FedEx Services',morning,ID5163721,True,1,True,'Divakar Durgapal',1,ITCC,3
Other,Server,Infrastructure,'FedEx Services',evening,ID3667964,True,0.5,True,'DZundra Green',0.5,ITCC,2
Other,Other,Infrastructure,'FedEx Services',afternoon,ID836059,True,1,True,'Khouri Mitchell',1,ITCC,3
Other,Computer,Application,'FedEx Freight Inc.',morning,ID836059,True,1,True,'Khouri Mitchell',1,ITCC,3
FSC_ITL3O2STIBCO,Computer,Application,Other,afternoon,Other,False,1,False,'Naveen Kumar',1,Standard,3
Other,Other,Application,'FedEx Services',night,Other,True,1,True,'Sandrina Khongjee',0.75,ITCC,2
Other,Server,Application,'FedEx Express',night,ID5285658,True,0,True,'Shafi Ahmed',0.5,ITCC,3
Other,Server,Application,'FedEx Services',evening,Other,True,0.5,True,'Anjali Sharma',0.5,ITCC,2
Other,Server,Application,'FedEx Services',afternoon,Other,True,0.5,True,'Mandeep Khati',0.5,ITCC,2
Other,Other,Network,'FedEx Express',evening,ID3667964,True,0.5,True,'DZundra Green',0.5,ITCC,2
Other,Server,Application,'FedEx Services',night,ID5163721,True,0.5,True,'Divakar Durgapal',0.5,ITCC,2
Other,Computer,Network,'FedEx Freight Inc.',night,ID3667964,True,0.5,True,'DZundra Green',0.75,ITCC,3
Other,Other,Application,'FedEx Services',afternoon,ID836059,True,0.5,True,'Khouri Mitchell',0.5,ITCC,2
Other,Server,Infrastructure,'FedEx Services',afternoon,Other,True,0.5,True,'Mandeep Khati',0.5,Standard,2
Other,Server,Application,'FedEx Services',afternoon,ID836059,True,0.5,True,'Khouri Mitchell',0.5,ITCC,2
Other,Other,Application,'FedEx Services',morning,Other,True,0.5,True,'Mandeep Khati',0.25,ITCC,1
FXS_EIS_GLB_ProblemMgmt,'Communication Device',Hardware,'FedEx Services',morning,Other,True,1,True,'Nivedita Roy',1,ITCC,3
FXS_WASDRATINGTRACKING,Server,Application,'FedEx Services',morning,ID973921,True,0,True,'Stephen Barch',0.25,ITCC,2
Other,Server,Application,'FedEx Express',night,ID5163721,True,0.5,True,'Divakar Durgapal',0.5,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Computer,Network,'FedEx Ground',night,ID5163721,True,1,True,'Divakar Durgapal',1,ITCC,3
Other,Server,Application,'FedEx Services',night,ID5163721,True,0.5,True,'Divakar Durgapal',0.5,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Other,Network,'FedEx Ground',morning,Other,True,1,True,'Mandeep Khati',1,ITCC,3
FXS_WASDRATINGTRACKING,Server,Hardware,'FedEx Services',evening,Other,True,0.5,True,'Anjali Sharma',0.5,ITCC,2
Other,'Communication Device',Application,'FedEx Services',afternoon,Other,True,0.5,True,'Anjali Sharma',0.5,ITCC,2
Other,Computer,Application,'FedEx Express',night,ID5163721,True,1,True,'Divakar Durgapal',0.5,ITCC,1
FXS_WASDRATINGTRACKING,Server,Application,'FedEx Services',morning,Other,True,0.5,True,'Brad Moore',0.25,ITCC,1
Other,Server,Application,'FedEx Express',afternoon,Other,True,0.5,True,'Nivedita Roy',0.25,ITCC,1
Other,Server,Infrastructure,'FedEx Services',afternoon,ID3667964,True,0.5,True,'DZundra Green',0.5,ITCC,2
Other,Other,Application,'FedEx Services',afternoon,Other,True,1,True,'Sean Green',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Hardware,'FedEx Ground',afternoon,ID3667964,True,1,True,'DZundra Green',0.75,ITCC,2
Other,Other,Application,'FedEx Services',night,ID5285658,True,0,True,'Shafi Ahmed',0.25,ITCC,2
Other,Server,Application,'FedEx Services',afternoon,ID847287,True,0.5,True,'Logan Simmons',0.5,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Other,Environment,'FedEx Services',evening,Other,True,1,True,'Marconius Donahue',1,ITCC,3
Other,Scanner,Application,'FedEx Express',night,ID5163721,True,0.5,True,'Divakar Durgapal',0.5,ITCC,2
FXS_WASDRATINGTRACKING,Server,Application,'FedEx Services',evening,ID5305519,True,0,True,'Ashish Bisht',0.25,ITCC,2
Other,Server,Application,'FedEx Express',night,ID5163721,True,1,True,'Divakar Durgapal',0.75,ITCC,2
Other,Scanner,Application,'FedEx Express',night,ID5163721,True,0.5,True,'Divakar Durgapal',0.5,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Server,Hardware,'FedEx Ground',night,ID5163721,True,1,True,'Divakar Durgapal',1,ITCC,3
Other,Other,Application,'FedEx Services',morning,Other,True,0.5,True,'Mandeep Khati',0.5,ITCC,2
Other,Server,Hardware,'FedEx Express',night,Other,True,1,True,'David Light',1,ITCC,3
Other,Server,Hardware,'FedEx Freight Inc.',morning,Other,True,0.5,True,'Mandeep Khati',0.5,ITCC,2
Other,Server,Application,Other,morning,Other,False,1,False,Other,1,Standard,3
FXS_EIS_GLB_ProblemMgmt,'Communication Device',Hardware,'FedEx Express',night,ID5163721,True,1,True,'Divakar Durgapal',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Hardware,'FedEx Services',afternoon,ID973921,True,1,True,'Stephen Barch',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Application,'FedEx Express',evening,ID3667964,True,1,True,'DZundra Green',0.5,ITCC,1
FXS_EIS_GLB_ProblemMgmt,'Communication Device',Application,'FedEx Services',morning,ID5285658,True,0.5,True,'Shafi Ahmed',0.5,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Computer,Hardware,Other,morning,ID5285658,True,1,True,'Shafi Ahmed',1,ITCC,3
Other,Mainframe,Hardware,'FedEx Services',night,ID5285658,True,0,True,'Shafi Ahmed',0.25,ITCC,2
Other,Server,Application,'FedEx Services',afternoon,ID973921,True,0.5,True,'Stephen Barch',0.5,ITCC,2
Other,Server,Application,'FedEx Services',afternoon,ID5305519,True,0,True,'Ashish Bisht',0.25,ITCC,2
Other,Server,Network,'FedEx Express',evening,ID3667964,True,1,True,'DZundra Green',0.5,ITCC,1
Other,Server,Application,'FedEx Services',morning,Other,True,0.5,True,'Mandeep Khati',0.5,ITCC,2
Other,Scanner,Hardware,'FedEx Ground',morning,Other,True,1,False,Other,1,Standard,3
Other,Server,Application,'FedEx Services',morning,ID847287,True,0,True,'Logan Simmons',0.25,ITCC,2
FSC_ITL3O2STIBCO,Computer,Application,Other,afternoon,Other,False,1,False,'Naveen Kumar',1,Standard,3
FXS_EIS_GLB_ProblemMgmt,Computer,Application,'FedEx Express',afternoon,ID973921,True,1,True,'Stephen Barch',1,ITCC,3
Other,Mainframe,Application,'FedEx Services',afternoon,ID973921,True,1,True,'Stephen Barch',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Computer,Hardware,'FedEx Freight Inc.',afternoon,ID973921,True,1,True,'Stephen Barch',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Computer,Hardware,'FedEx Ground',evening,Other,True,1,True,'Marconius Donahue',1,ITCC,3
Other,Server,Application,'FedEx Services',evening,ID3667964,True,0.5,True,'DZundra Green',0.5,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Server,Hardware,'FedEx Services',afternoon,ID3667964,True,0.5,True,'DZundra Green',0.25,ITCC,1
FXS_EIS_GLB_ProblemMgmt,Other,Network,'FedEx Services',night,ID5163721,True,1,True,'Divakar Durgapal',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Other,Telephony,'FedEx Services',night,ID5163721,True,1,True,'Divakar Durgapal',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Hardware,'FedEx Express',night,ID5163721,True,1,True,'Divakar Durgapal',1,ITCC,3
Other,Server,Hardware,'FedEx Services',morning,Other,True,1,True,'Mandeep Khati',1,ITCC,3
Other,Computer,Application,Other,morning,Other,False,1,False,Other,1,Standard,3
Other,Other,Network,'FedEx Services',night,ID5163721,True,0.5,True,'Divakar Durgapal',0.75,ITCC,3
Other,Other,Network,'FedEx Services',night,Other,True,0,True,'Anjali Sharma',0.5,ITCC,3
FXS_WASDRATINGTRACKING,Server,Application,'FedEx Services',afternoon,ID836059,True,1,True,'Khouri Mitchell',1,ITCC,3
Other,Computer,Application,Other,afternoon,Other,False,0.5,False,Other,0.5,Standard,2
FXS_EIS_GLB_ProblemMgmt,Server,Hardware,'FedEx Services',evening,ID3667964,True,0.5,True,'DZundra Green',0.5,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Server,Application,'FedEx Express',night,ID5163721,True,1,True,'Divakar Durgapal',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Hardware,'FedEx Services',morning,Other,True,1,True,'Nivedita Roy',1,ITCC,3
Other,Server,Application,'FedEx Services',afternoon,ID5305519,True,0.5,True,'Ashish Bisht',0.5,ITCC,2
Other,Server,Application,'FedEx Services',evening,ID5305519,True,0.5,True,'Ashish Bisht',0.5,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Scanner,Hardware,'FedEx Services',night,ID5285658,True,1,True,'Shafi Ahmed',1,ITCC,3
Other,Other,Application,'FedEx Services',morning,ID836059,True,1,True,'Khouri Mitchell',1,ITCC,3
Other,Server,Application,'FedEx Services',afternoon,ID3667964,True,1,True,'DZundra Green',0.5,ITCC,1
Other,Server,Application,'FedEx Services',morning,ID847287,True,0,True,'Logan Simmons',0.25,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Other,Application,'FedEx Ground',morning,Other,True,1,True,'Mandeep Khati',1,ITCC,3
Other,Other,Application,'FedEx Ground',afternoon,Other,True,1,True,Other,1,ITCC,3
Other,Scanner,Hardware,'FedEx Express',night,ID5285658,True,0.5,True,'Shafi Ahmed',0.5,ITCC,2
Other,Scanner,Hardware,'FedEx Ground',morning,Other,True,1,False,Other,1,Standard,3
FXS_EIS_GLB_ProblemMgmt,Database,Hardware,'FedEx Services',afternoon,Other,True,1,True,'Anjali Sharma',1,ITCC,3
Other,Server,Application,'FedEx Services',afternoon,Other,True,1,True,'Marconius Donahue',1,ITCC,3
Other,Server,Application,'FedEx Services',afternoon,ID3667964,True,0.5,True,'DZundra Green',0.5,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Other,Network,'FedEx Services',night,ID3667964,True,1,True,'DZundra Green',0.5,ITCC,1
Other,'Communication Device',Network,'FedEx Freight Inc.',morning,ID5285658,True,1,True,'Shafi Ahmed',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Other,Network,'FedEx Ground',morning,Other,True,1,True,'Nivedita Roy',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Other,Network,'FedEx Ground',night,Other,True,1,True,'Sandrina Khongjee',1,ITCC,3
