'Assignment group','Business service',Category,Company,'Created Time','Created by','Has Parent',Impact,'Major Problem','Opened by',Priority,Type,Urgency
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Hardware,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Hardware,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Hardware,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Hardware,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Hardware,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
FXO_SDESK_GLB_ProblemMgmt,Computer,Hardware,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Hardware,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXS_APSCITL3OMSSTERLING,Database,Application,Other,morning,Other,True,1,False,'Sathya Easwaran',0.75,Standard,2
Other,Computer,Application,Other,morning,Other,False,1,True,Other,1,ITCC,3
Other,Database,Application,Other,morning,Other,False,1,False,'Michael Olton',1,Standard,3
Other,Database,Application,Other,morning,Other,False,1,False,'Michael Olton',1,Standard,3
Other,Server,Application,Other,morning,Other,False,1,False,'Stephen Wolff',1,Standard,3
Other,Server,Application,Other,morning,Other,False,1,False,'Stephen Wolff',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,Other,False,1,False,Other,1,Standard,3
Other,Scanner,Application,Other,morning,Other,False,1,False,Other,1,Standard,3
Other,Mainframe,Application,Other,afternoon,Other,False,1,False,Other,1,Standard,3
Other,Mainframe,Application,Other,afternoon,Other,False,1,False,Other,1,Standard,3
Other,'Communication Device',Hardware,'FedEx Services',afternoon,Other,False,1,True,'Sean Green',1,ITCC,3
Other,Network,Application,'FedEx Services',afternoon,ID3667964,True,0.5,True,'DZundra Green',0.5,Standard,2
FXS_APSCITL3OMSSTERLING,Database,Application,Other,night,Other,False,1,False,Other,0.75,Standard,2
FXS_APSCITL3OMSSTERLING,Database,Application,Other,morning,Other,True,1,False,'Sathya Easwaran',0.75,Standard,2
FXS_EIS_GLB_ProblemMgmt,Network,Hardware,'TNT Express',morning,ID847287,True,1,True,'Logan Simmons',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Network,Application,'FedEx Services',night,Other,False,1,True,'Anjali Sharma',1,Standard,3
FXS_EIS_GLB_ProblemMgmt,Server,Application,'FedEx Services',afternoon,ID847287,True,1,True,'Logan Simmons',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Application,'TNT Express',night,ID5285658,True,1,True,'Shafi Ahmed',0.75,Standard,2
FXS_EIS_GLB_ProblemMgmt,Server,Application,'FedEx Services',evening,ID3667964,True,1,False,'DZundra Green',1,ITCC,3
Other,Server,Hardware,Other,afternoon,Other,False,0,True,Other,0,Standard,1
FXS_EIS_GLB_ProblemMgmt,Server,Application,'FedEx Services',evening,ID5305519,True,1,True,'Ashish Bisht',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Application,'FedEx Services',morning,Other,True,1,False,'David Light',1,ITCC,3
Other,'Communication Device',Application,Other,morning,Other,False,1,False,'Stephen Wolff',1,Standard,3
Other,Server,Application,'FedEx Services',night,Other,True,1,True,'Sean Green',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Application,'FedEx Express',morning,Other,True,1,False,'Nivedita Roy',1,ITCC,3
Other,Server,Application,Other,morning,Other,False,1,False,Other,1,Standard,3
Other,Server,Application,'FedEx Services',afternoon,ID973921,True,1,True,'Stephen Barch',1,ITCC,3
Other,Other,Hardware,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,ITCC,3
Other,Server,Other,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.25,ITCC,1
Other,'Communication Device',Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.75,ITCC,3
Other,Other,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.75,Other,2
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.75,Other,2
FXO_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
Other,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
Other,Server,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.75,ITCC,2
Other,Network,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXS_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Proactive,2
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
Other,Server,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.75,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,0,False,'Admin-Arturo Reyes',0.5,Other,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
Other,Server,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
Other,Network,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.75,Proactive,3
Other,Server,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.75,ITCC,3
Other,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.75,Standard,3
Other,Scanner,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.75,ITCC,2
Other,Mainframe,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
Other,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
FXS_EIS_GLB_ProblemMgmt,Mainframe,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,ITCC,3
Other,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,ITCC,3
Other,Server,Other,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,ITCC,2
Other,Server,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,ITCC,3
Other,Server,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.75,Standard,3
Other,Server,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,ITCC,3
Other,Other,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
Other,Computer,Hardware,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.75,ITCC,2
Other,Database,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.75,ITCC,3
Other,Computer,Other,Other,afternoon,ID5069733,False,0,False,'Admin-Arturo Reyes',0.25,ITCC,2
FXS_WASDRATINGTRACKING,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.75,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Database,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.75,ITCC,3
FXS_WASDRATINGTRACKING,Server,Application,Other,afternoon,ID5069733,False,0,False,'Admin-Arturo Reyes',0.5,ITCC,3
Other,Server,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,ITCC,3
Other,Server,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,ITCC,3
FXS_SDESK_GLB_ProblemMgmt,'Communication Device','Inquiry / Help',Other,afternoon,ID5069733,False,0,False,'Admin-Arturo Reyes',0.5,Proactive,3
Other,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.75,Standard,3
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
Other,Server,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
Other,Scanner,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXS_SDESK_GLB_ProblemMgmt,Network,'Inquiry / Help',Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Proactive,3
Other,Server,Other,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,ITCC,2
Other,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,ITCC,3
FXS_SDESK_GLB_ProblemMgmt,Computer,'Inquiry / Help',Other,afternoon,ID5069733,False,0,False,'Admin-Arturo Reyes',0.5,Standard,3
FXS_EIS_GLB_ProblemMgmt,Server,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,0,False,'Admin-Arturo Reyes',0.5,Other,3
Other,Network,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,ITCC,3
Other,'Communication Device',Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
FXS_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.25,Standard,1
Other,Network,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.75,ITCC,2
Other,Server,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.75,Standard,2
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
Other,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
Other,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.75,ITCC,3
Other,Server,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.75,Standard,2
Other,Server,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,ITCC,3
Other,Database,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Other,2
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.25,Standard,1
FSC_ITL3O2STIBCO,Server,Application,Other,afternoon,ID5069733,True,0,False,'Admin-Arturo Reyes',0,Standard,1
Other,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
Other,Other,Other,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.75,ITCC,3
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.25,Other,1
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
FXS_EIS_GLB_ProblemMgmt,Database,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,ITCC,2
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.25,Standard,1
FXS_EIS_GLB_ProblemMgmt,Server,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,ITCC,3
Other,Server,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.75,ITCC,3
Other,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.75,ITCC,2
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0,False,'Admin-Arturo Reyes',0.25,Standard,2
FXS_EIS_GLB_ProblemMgmt,Mainframe,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,0,False,'Admin-Arturo Reyes',0,Other,1
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0,False,'Admin-Arturo Reyes',0.5,Standard,3
Other,Mainframe,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,ITCC,2
Other,Server,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
Other,Computer,Other,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.25,Standard,1
Other,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
Other,Computer,Hardware,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,ITCC,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.25,Standard,1
Other,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.75,Other,2
Other,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
Other,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
Other,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Proactive,3
Other,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
Other,Scanner,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,ITCC,3
Other,Server,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,ITCC,2
Other,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
Other,Mainframe,Infrastructure,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,ITCC,3
Other,'Communication Device',Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.75,ITCC,2
Other,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
Other,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
Other,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
Other,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Other,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.75,Other,3
FXS_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXS_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXS_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.75,Other,3
Other,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Proactive,3
Other,Server,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,ITCC,2
Other,Mainframe,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,ITCC,2
FXS_APSCITL3OMSSTERLING,Network,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.75,ITCC,3
FXS_SDESK_GLB_ProblemMgmt,'Communication Device','Inquiry / Help',Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
Other,Network,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
FXS_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXS_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
FXS_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXS_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXS_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXS_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXS_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXS_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
FSC_ITL3O2STIBCO,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.75,Other,3
FXS_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FSC_L3WMSSTERLINGLOFT,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.25,Standard,1
FXS_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
FXS_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXS_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
Other,Server,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,ITCC,3
FXO_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Hardware,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
Other,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.75,ITCC,2
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FSC_L3WMSSTERLINGLOFT,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
Other,Mainframe,Application,Other,afternoon,ID5069733,False,0,False,'Admin-Arturo Reyes',0.25,ITCC,2
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,0,False,'Admin-Arturo Reyes',0,ITCC,1
FSC_ITL3O2STIBCO,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.25,Standard,1
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
Other,Server,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,ITCC,3
Other,Other,Other,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Standard,2
Other,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
FSC_ITL3O2STIBCO,Computer,Application,Other,afternoon,ID5069733,False,0,False,'Admin-Arturo Reyes',0.5,Standard,3
Other,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.75,Standard,2
Other,Server,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.75,Standard,2
Other,Computer,Other,Other,afternoon,ID5069733,False,0,False,'Admin-Arturo Reyes',0.5,Standard,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.25,Standard,1
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
Other,Server,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,ITCC,2
FSC_L3WMSSTERLINGLOFT,Database,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.75,Standard,2
Other,Database,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,ITCC,3
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.5,Other,2
FXS_EIS_GLB_ProblemMgmt,Mainframe,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.5,ITCC,1
Other,Computer,Other,Other,afternoon,ID5069733,False,0,False,'Admin-Arturo Reyes',0,Standard,1
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
Other,Network,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.75,ITCC,2
FXS_APSCITL3OMSSTERLING,Server,Application,Other,afternoon,ID5069733,False,0.5,False,'Admin-Arturo Reyes',0.75,Standard,3
FXS_EIS_GLB_ProblemMgmt,Server,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Other,3
FXS_EIS_GLB_ProblemMgmt,Server,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,ITCC,3
Other,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.75,ITCC,2
FXO_SDESK_GLB_ProblemMgmt,Computer,Application,Other,afternoon,ID5069733,False,0,False,'Admin-Arturo Reyes',0.25,Standard,2
Other,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.75,Proactive,2
Other,Network,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,ITCC,3
FXO_SDESK_GLB_ProblemMgmt,Database,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
Other,Other,Other,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,ITCC,3
Other,Server,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.75,Standard,2
Other,Computer,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',0.75,Standard,2
Other,Database,Application,Other,afternoon,ID5069733,False,1,False,'Admin-Arturo Reyes',1,Standard,3
